"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"blur","87","128429","blurevent","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","","","","","","","","","","1","","","","","","","","",""
"focus","87","130381","focusevent","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","instructions","87","217357","0.0-8.0","[{""page_index"":0,""viewing_time"":55510},{""page_index"":1,""viewing_time"":5960},{""page_index"":2,""viewing_time"":8249},{""page_index"":3,""viewing_time"":12126},{""page_index"":4,""viewing_time"":5762},{""page_index"":5,""viewing_time"":8573},{""page_index"":6,""viewing_time"":2896}]","99076","","","","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","88","228031","0.0-9.0","","10673","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","A","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","89","230490","0.0-10.0","","2325","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p style='color:#FF0000'>a) 0</p><p>b) 1</p><p>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","90","236900","0.0-11.0","","6300","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","B","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","91","238014","0.0-12.0","","1008","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p style='color:#00FF00'>b) 5</p><p>c) 3</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","92","240257","0.0-13.0","","2125","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","C","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","93","241332","0.0-14.0","","968","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p style='color:#00FF00'>c) It quadruples</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","94","251680","0.0-15.0","","10244","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","C","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","95","252910","0.0-16.0","","1118","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p style='color:#00FF00'>c) 9</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"","","","","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","instructions","96","273449","0.0-17.0","[{""page_index"":0,""viewing_time"":20436}]","20437","","","","","","","","","","","","",""
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","97","277660","0.0-18.0-1.0","","4105","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","1","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","5","1"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","98","277917","0.0-18.0-2.0","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","1","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","2","1"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","99","278921","0.0-18.0-3.0","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","1","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","8","1"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","100","281800","0.0-18.0-1.1","","2877","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","1","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","13","2"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","101","282056","0.0-18.0-2.1","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","1","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","11","2"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","102","283060","0.0-18.0-3.1","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","1","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","15","2"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","103","285492","0.0-18.0-1.2","","2430","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","","1","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","20","3"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","104","285746","0.0-18.0-2.2","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","","1","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","16","3"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","105","286760","0.0-18.0-3.2","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","1","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","16","3"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","106","287717","0.0-18.0-1.3","","956","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","1","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","21","4"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","107","287974","0.0-18.0-2.3","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","1","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","18","4"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","108","288990","0.0-18.0-3.3","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","1","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","24","4"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","109","291195","0.0-18.0-1.4","","2204","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","","2","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","29","5"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","110","291462","0.0-18.0-2.4","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","","2","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","25","5"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","111","292467","0.0-18.0-3.4","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","2","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","25","5"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","112","293685","0.0-18.0-1.5","","1216","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","","2","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","30","6"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","113","293941","0.0-18.0-2.5","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","","2","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","26","6"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","114","294945","0.0-18.0-3.5","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","2","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","26","6"
