"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","success","stimulus","key_press","trialtype","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"animation","272","275093","0.0-5.0-2.133","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","92","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":201},{""stimulus"":""img/2to1/3.png"",""time"":312},{""stimulus"":""img/2to1/4.png"",""time"":405},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":605},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":903},{""stimulus"":""img/2to1/10.png"",""time"":998},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1199}]","[]"
"image-keyboard-response","273","276141","0.0-5.0-1.134","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","91","1042","0.5","0.1","1","3","",""
"animation","274","277431","0.0-5.0-2.134","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","91","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":396},{""stimulus"":""img/1to3/5.png"",""time"":499},{""stimulus"":""img/1to3/6.png"",""time"":607},{""stimulus"":""img/1to3/7.png"",""time"":700},{""stimulus"":""img/1to3/8.png"",""time"":795},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":998},{""stimulus"":""img/1to3/11.png"",""time"":1105},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","275","277852","0.0-5.0-1.135","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","90","409","0.5","0.1","3","1","",""
"animation","276","279146","0.0-5.0-2.135","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","90","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":111},{""stimulus"":""img/3to1/2.png"",""time"":204},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":406},{""stimulus"":""img/3to1/5.png"",""time"":498},{""stimulus"":""img/3to1/6.png"",""time"":608},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":795},{""stimulus"":""img/3to1/9.png"",""time"":904},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1091},{""stimulus"":""img/3to1/12.png"",""time"":1201}]","[]"
"image-keyboard-response","277","279333","0.0-5.0-1.136","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","89","181","0.5","0.1","1","2","",""
"animation","278","280625","0.0-5.0-2.136","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","89","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":203},{""stimulus"":""img/1to2/3.png"",""time"":312},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":608},{""stimulus"":""img/1to2/7.png"",""time"":700},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":904},{""stimulus"":""img/1to2/10.png"",""time"":997},{""stimulus"":""img/1to2/11.png"",""time"":1105},{""stimulus"":""img/1to2/12.png"",""time"":1199}]","[]"
"image-keyboard-response","279","280710","0.0-5.0-1.137","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","84","","img/2to1/1.png","2","choice","88","520","0.5","0.1","2","3","",""
"animation","280","282011","0.0-5.0-2.137","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","88","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":103},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":305},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":508},{""stimulus"":""img/2to3/6.png"",""time"":602},{""stimulus"":""img/2to3/7.png"",""time"":698},{""stimulus"":""img/2to3/8.png"",""time"":801},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":1005},{""stimulus"":""img/2to3/11.png"",""time"":1097},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","281","282588","0.0-5.0-1.138","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","87","575","0.5","0.1","3","1","",""
"animation","282","283881","0.0-5.0-2.138","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","87","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":610},{""stimulus"":""img/3to1/7.png"",""time"":705},{""stimulus"":""img/3to1/8.png"",""time"":792},{""stimulus"":""img/3to1/9.png"",""time"":905},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1092},{""stimulus"":""img/3to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","283","284597","0.0-5.0-1.139","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","86","701","0.5","0.1","1","2","",""
"animation","284","285889","0.0-5.0-2.139","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","86","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":312},{""stimulus"":""img/1to2/4.png"",""time"":405},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":609},{""stimulus"":""img/1to2/7.png"",""time"":703},{""stimulus"":""img/1to2/8.png"",""time"":799},{""stimulus"":""img/1to2/9.png"",""time"":904},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1200}]","[]"
"image-keyboard-response","285","286064","0.0-5.0-1.140","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","174","","img/2to1/1.png","2","choice","85","358","0.5","0.1","2","3","",""
"animation","286","287352","0.0-5.0-2.140","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","85","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":308},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":605},{""stimulus"":""img/2to3/7.png"",""time"":698},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":900},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1102},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","287","287647","0.0-5.0-1.141","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","84","284","0.5","0.1","3","2","",""
"animation","288","288935","0.0-5.0-2.141","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","84","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":311},{""stimulus"":""img/3to2/4.png"",""time"":406},{""stimulus"":""img/3to2/5.png"",""time"":495},{""stimulus"":""img/3to2/6.png"",""time"":610},{""stimulus"":""img/3to2/7.png"",""time"":704},{""stimulus"":""img/3to2/8.png"",""time"":796},{""stimulus"":""img/3to2/9.png"",""time"":906},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1092},{""stimulus"":""img/3to2/12.png"",""time"":1192}]","[]"
"image-keyboard-response","289","289213","0.0-5.0-1.142","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","278","","img/2to1/1.png","2","choice","83","450","0.5","0.1","2","3","",""
"animation","290","290504","0.0-5.0-2.142","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","83","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":309},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":509},{""stimulus"":""img/2to3/6.png"",""time"":603},{""stimulus"":""img/2to3/7.png"",""time"":698},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":901},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1104},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","291","291001","0.0-5.0-1.143","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","82","495","0.5","0.1","3","1","",""
"animation","292","292289","0.0-5.0-2.143","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","82","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":607},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":903},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1106},{""stimulus"":""img/3to1/12.png"",""time"":1198}]","[]"
"image-keyboard-response","293","293243","0.0-5.0-1.144","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","81","953","0.5","0.1","1","3","",""
"animation","294","294531","0.0-5.0-2.144","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","81","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":499},{""stimulus"":""img/1to3/6.png"",""time"":609},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":797},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1094},{""stimulus"":""img/1to3/12.png"",""time"":1203}]","[]"
"image-keyboard-response","295","295172","0.0-5.0-1.145","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","80","627","0.5","0.1","3","1","",""
"animation","296","296460","0.0-5.0-2.145","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","80","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":205},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":609},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":795},{""stimulus"":""img/3to1/9.png"",""time"":905},{""stimulus"":""img/3to1/10.png"",""time"":998},{""stimulus"":""img/3to1/11.png"",""time"":1091},{""stimulus"":""img/3to1/12.png"",""time"":1199}]","[]"
"image-keyboard-response","297","296995","0.0-5.0-1.146","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","79","527","0.5","0.1","1","3","",""
"animation","298","298283","0.0-5.0-2.146","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","79","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":203},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":608},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":796},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":997},{""stimulus"":""img/1to3/11.png"",""time"":1089},{""stimulus"":""img/1to3/12.png"",""time"":1203}]","[]"
"image-keyboard-response","299","298958","0.0-5.0-1.147","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","78","673","0.5","0.1","3","1","",""
"animation","300","300246","0.0-5.0-2.147","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","78","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":204},{""stimulus"":""img/3to1/3.png"",""time"":312},{""stimulus"":""img/3to1/4.png"",""time"":406},{""stimulus"":""img/3to1/5.png"",""time"":499},{""stimulus"":""img/3to1/6.png"",""time"":608},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":796},{""stimulus"":""img/3to1/9.png"",""time"":905},{""stimulus"":""img/3to1/10.png"",""time"":998},{""stimulus"":""img/3to1/11.png"",""time"":1092},{""stimulus"":""img/3to1/12.png"",""time"":1203}]","[]"
"image-keyboard-response","301","301092","0.0-5.0-1.148","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","77","840","0.5","0.1","1","2","",""
"animation","302","302380","0.0-5.0-2.148","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","77","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":203},{""stimulus"":""img/1to2/3.png"",""time"":313},{""stimulus"":""img/1to2/4.png"",""time"":405},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":607},{""stimulus"":""img/1to2/7.png"",""time"":693},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":902},{""stimulus"":""img/1to2/10.png"",""time"":996},{""stimulus"":""img/1to2/11.png"",""time"":1105},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","303","302821","0.0-5.0-1.149","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","440","","img/2to1/1.png","1","choice","76","1004","0.5","0.1","2","1","",""
"animation","304","304110","0.0-5.0-2.149","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","76","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":114},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":300},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":597},{""stimulus"":""img/2to1/7.png"",""time"":706},{""stimulus"":""img/2to1/8.png"",""time"":799},{""stimulus"":""img/2to1/9.png"",""time"":894},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1099},{""stimulus"":""img/2to1/12.png"",""time"":1192}]","[]"
"image-keyboard-response","305","304419","0.0-5.0-1.150","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","75","300","0.5","0.1","1","3","",""
"animation","306","305708","0.0-5.0-2.150","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","75","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":202},{""stimulus"":""img/1to3/3.png"",""time"":310},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":606},{""stimulus"":""img/1to3/7.png"",""time"":700},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":903},{""stimulus"":""img/1to3/10.png"",""time"":995},{""stimulus"":""img/1to3/11.png"",""time"":1104},{""stimulus"":""img/1to3/12.png"",""time"":1196}]","[]"
"image-keyboard-response","307","305958","0.0-5.0-1.151","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","74","236","0.5","0.5","3","1","",""
"animation","308","307257","0.0-5.0-2.151","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","74","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":204},{""stimulus"":""img/3to1/3.png"",""time"":313},{""stimulus"":""img/3to1/4.png"",""time"":399},{""stimulus"":""img/3to1/5.png"",""time"":501},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":801},{""stimulus"":""img/3to1/9.png"",""time"":894},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1097},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","309","307664","0.0-5.0-1.152","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","73","392","0.5","0.5","1","3","",""
"animation","310","308952","0.0-5.0-2.152","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","73","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":311},{""stimulus"":""img/1to3/4.png"",""time"":398},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":609},{""stimulus"":""img/1to3/7.png"",""time"":702},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1092},{""stimulus"":""img/1to3/12.png"",""time"":1191}]","[]"
